ObservationID,ParcelleID,DateObservation,Temperature,Humidite,Pluviometrie_mm,NDVI,Capteur,StadeCulture,RendementEstime_t_ha,RendementMoyenZone_t_ha,AnomalieLabel,Region,Surface_ha,TypeCulture,TypeSol,Irrigation,DateMiseEnCulture,CodePostal,AgeCulture_jours,RatioRendement,IndiceStressThermoHydrique,ProductionTotaleEstimee_t,Ecart_NDVI_Typique
OBS000024,PRC-8FDC4818F56CD82C,2024-10-02 15:02:36,23.2,15.7,93.9,0.1381,Station_Sol,Récolte,4.39,8.21,1,Hauts-de-France,143.39,Blé,Calcaire,Aucune,2025-04-07,60000,0,0.534713112407902,1955.7599999999998,629.4821,-0.4482499999999999
OBS000025,PRC-46DB29C5C3D20538,2025-08-13 05:39:46,26.6,49.0,11.2,0.4392,Station_Sol,Floraison,2.49,2.76,0,Nouvelle-Aquitaine,123.25,Tournesol,Calcaire,Goutte-à-goutte,2025-04-18,24000,117,0.9021706443092599,1356.6000000000001,306.89250000000004,-0.1478500000000001
OBS000027,PRC-65988A0B083DF307,2024-03-22 18:51:19,11.8,59.1,19.0,0.7547,Drone,Levée,8.12,8.86,0,Occitanie,148.34,Maïs,Argileux,Aspersion,2024-04-13,81000,0,0.9164775209057326,482.62,1204.5208,0.1725
OBS000028,PRC-E2A97352C3592DC9,2024-09-27 12:13:45,18.6,89.0,3.5,0.3876,Satellite,Maturation,7.2,6.11,0,Pays de la Loire,38.51,Vigne,Sableux,Aucune,2025-03-14,85000,0,1.1783941433811074,204.60000000000002,277.272,-0.20659999999999995
OBS000029,PRC-7258C413791AE660,2024-09-21 11:21:35,15.9,36.4,1.3,0.7769,Station_Sol,Floraison,5.34,6.02,0,Auvergne-Rhône-Alpes,144.4,Vigne,Argileux,Aspersion,2024-03-24,07000,181,0.8870417158775484,1011.24,771.096,0.21510000000000007
OBS000030,PRC-7E1F9D0855DABCC0,2025-07-12 15:39:59,30.9,38.9,13.6,0.8776,Drone,Tallage,7.96,9.64,0,Centre-Val de Loire,138.47,Maïs,Sableux,Gravitaire,2025-03-03,36000,131,0.8257252845173397,1887.99,1102.2212,0.28795000000000004
OBS000031,PRC-41AF476AA7F556B6,2025-10-19 19:30:21,15.7,44.1,6.4,0.5911,Manuel,Maturation,8.24,7.83,0,Hauts-de-France,125.51,Blé,Argileux,Goutte-à-goutte,2025-03-02,02000,231,1.0523613635231628,877.6299999999999,1034.2024000000001,0.007849999999999913
OBS000032,PRC-F7D08AE1EBB7241D,2024-04-10 09:56:24,16.6,56.7,4.0,0.58965,Drone,Tallage,11.63,9.14,0,Bourgogne-Franche-Comté,195.48,Maïs,Calcaire,Gravitaire,2024-05-08,71000,0,1.2724274918736413,718.78,2273.4324,0.0
OBS000033,PRC-9F3BAFBA7E5905D3,2025-01-02 17:58:09,15.4,56.3,5.9,0.1527,Manuel,Maturation,1.83,2.38,1,Centre-Val de Loire,199.2,Tournesol,Calcaire,Gravitaire,2025-02-03,36000,0,0.7689043323347381,672.98,364.536,-0.42939999999999995
OBS000034,PRC-9F2F7DD103A0D919,2025-01-08 13:28:27,0.6,87.3,5.7,0.5915,Drone,Récolte,3.15,2.89,0,Auvergne-Rhône-Alpes,11.71,Colza,Limoneux,Goutte-à-goutte,2025-02-11,63000,0,1.0899616264303582,7.620000000000001,36.886500000000005,-0.008099999999999996
OBS000035,PRC-B1E5B64BADD0BD60,2025-08-07 18:26:45,21.7,90.1,2.6,0.8027,Station_Sol,Floraison,2.02,2.31,0,Grand Est,109.56,Tournesol,Calcaire,Gravitaire,2025-02-19,68000,169,0.8744550889390089,214.83000000000013,221.3112,0.2156499999999999
OBS000036,PRC-31B66BC884EDA2F0,2024-08-05 12:49:05,17.6,65.30000000000001,6.4,0.8402,Drone,Maturation,1.91,3.06,0,Pays de la Loire,141.23,Tournesol,Calcaire,Aucune,2024-05-18,49000,79,0.6241809667288668,610.7199999999998,269.74929999999995,0.2581
OBS000037,PRC-B67B38D298F9597B,2024-05-23 10:05:45,12.25,38.0,5.0,0.9125,Station_Sol,Levée,10.25,9.54,0,Pays de la Loire,159.28,Maïs,Sableux,Goutte-à-goutte,2025-03-18,53000,0,1.074422353854975,759.5,1632.6200000000001,0.3302999999999999
OBS000038,PRC-1C5D48E90D3C71A5,2024-05-02 19:11:32,29.8,39.5,1.2,0.6141,Satellite,Tallage,2.22,8.55,1,Grand Est,55.23,Blé,Sableux,Aucune,2024-05-21,67000,0,0.2596488191241882,1802.9,122.6106,0.03969999999999996
OBS000039,PRC-946207DDE7C65751,2024-11-13 14:48:10,8.3,21.5,0.6,0.1862,Station_Sol,Maturation,3.12,2.93,1,Nouvelle-Aquitaine,173.15,Colza,Sableux,Goutte-à-goutte,2024-03-11,79000,247,1.0648427821065456,651.5500000000001,540.2280000000001,-0.4083
OBS000040,PRC-081631C13E10B869,2025-07-25 14:48:31,30.3,56.2,17.1,0.5874,Manuel,Floraison,2.86,1.58,0,Grand Est,6.85,Tournesol,Calcaire,Gravitaire,2024-04-08,57000,473,1.8101151258536337,1327.1399999999999,19.590999999999998,0.00034999999999996145
OBS000041,PRC-76864D48F29308B0,2024-07-21 15:24:55,30.8,45.4,0.7,0.5091,Satellite,Floraison,8.98,7.74,0,Bourgogne-Franche-Comté,198.67,Blé,Sableux,Aspersion,2024-02-18,25000,154,1.1602052193731016,1681.68,1784.0566,-0.08709999999999996
OBS000042,PRC-AD4829449EE84235,2025-07-12 20:27:27,24.1,39.0,2.3,0.7982,Drone,Tallage,6.47,5.77,0,Normandie,153.91,Vigne,Limoneux,Goutte-à-goutte,2025-04-26,76000,77,1.1213152143583809,1470.1000000000001,995.7977,0.1995
OBS000043,PRC-E226A661F60AE219,2025-05-14 08:38:08,20.2,68.9,3.1,0.7267,Manuel,Tallage,3.1,2.1,0,Pays de la Loire,169.24,Tournesol,Calcaire,Aspersion,2025-05-28,72000,0,1.4761834467454915,628.2199999999999,524.644,0.11070000000000002
OBS000044,PRC-BE519DF40B50E313,2025-10-13 15:44:12,14.4,77.5,1.9,0.4943,Manuel,Récolte,2.69,3.01,0,Nouvelle-Aquitaine,191.18,Tournesol,Argileux,Goutte-à-goutte,2025-04-20,47000,176,0.8936847385889084,324.0,514.2742000000001,-0.10349999999999998
OBS000045,PRC-9A6F81EE5340E87D,2024-11-28 07:28:24,9.7,38.5,2.6,0.3906,Satellite,Récolte,6.66,7.75,0,Bretagne,167.12,Blé,Calcaire,Gravitaire,2024-03-21,29000,252,0.8593537298661551,596.55,1113.0192,-0.19574999999999992
OBS000047,PRC-EA2D58BDBA752363,2025-06-10 13:12:45,20.6,38.1,1.0,0.3158,Drone,Floraison,2.24,2.57,0,Centre-Val de Loire,181.43,Tournesol,Argileux,Aspersion,2024-03-07,36000,460,0.8715919393309755,1275.14,406.4032,-0.27125000000000005
OBS000048,PRC-DF48427408406A6E,2025-01-26 06:56:32,11.5,49.1,3.5,0.6253,Station_Sol,Récolte,5.65,7.39,1,Pays de la Loire,159.48,Blé,Limoneux,Goutte-à-goutte,2024-02-14,53000,347,0.7645456501412042,585.35,901.062,0.03895000000000004
OBS000049,PRC-BAD6F5A591AB98E1,2025-06-03 10:07:48,19.6,48.5,1.8,0.6104,Satellite,Floraison,3.5,3.0,0,Centre-Val de Loire,115.8,Colza,Calcaire,Gravitaire,2024-02-04,28000,485,1.1666627777907406,1009.4000000000001,405.3,-0.0020499999999998852
OBS000050,PRC-886F7AFAF5225DC3,2024-12-22 20:01:42,4.3,56.0,4.7,0.3944,Satellite,Récolte,2.31,2.63,0,Auvergne-Rhône-Alpes,144.55,Tournesol,Calcaire,Aucune,2025-04-20,74000,0,0.8783236565640435,189.2,333.9105,-0.20340000000000003
OBS000051,PRC-9AD71233B81BBED6,2024-08-11 11:48:38,21.6,93.1,1.5,0.3662,Manuel,Floraison,9.38,9.45,0,Centre-Val de Loire,18.06,Maïs,Calcaire,Goutte-à-goutte,2024-03-17,28000,147,0.9925915422311724,149.04000000000013,169.4028,-0.21505000000000002
OBS000052,PRC-024554B3E4578DF4,2024-12-31 11:56:37,1.3,65.7,1.3,0.7464,Station_Sol,Récolte,7.96,7.04,0,Nouvelle-Aquitaine,52.93,Blé,Calcaire,Aspersion,2025-02-02,24000,0,1.1306802121019714,44.589999999999996,421.3228,0.16005000000000003
OBS000053,PRC-5B1881EA2A9BE90F,2025-07-17 20:35:38,26.0,72.2,17.7,0.6522,Satellite,Tallage,9.79,9.69,0,Centre-Val de Loire,60.33,Maïs,Calcaire,Aspersion,2024-04-28,28000,445,1.0103188747999228,722.8,590.6306999999999,0.06255
OBS000054,PRC-88673A031D1F4096,2025-05-08 16:04:17,20.0,88.2,16.8,0.3188,Manuel,Tallage,2.69,3.25,0,Hauts-de-France,108.12,Colza,Limoneux,Gravitaire,2024-02-22,02000,441,0.8276897609545817,235.99999999999994,290.8428,-0.28269999999999995
OBS000056,PRC-FDE00CE18152A7BB,2024-12-13 14:46:30,5.9,94.8,13.0,0.791,Station_Sol,Maturation,2.64,3.43,0,Auvergne-Rhône-Alpes,40.92,Colza,Limoneux,Goutte-à-goutte,2024-04-06,38000,251,0.7696770563351127,30.680000000000017,108.0288,0.1965
OBS000057,PRC-D42E05D691D688D8,2025-06-11 20:34:10,19.4,69.8,9.7,0.8514,Station_Sol,Floraison,5.75,5.89,0,Hauts-de-France,4.23,Vigne,Limoneux,Gravitaire,2024-05-07,60000,400,0.9762292423951743,585.88,24.3225,0.2896000000000001
OBS000058,PRC-9A6F81EE5340E87D,2024-11-15 09:21:59,9.2,86.6,5.2,0.7952,Satellite,Maturation,7.03,7.27,0,Bretagne,167.12,Blé,Calcaire,Gravitaire,2024-03-21,29000,239,0.9669862902526958,123.28000000000004,1174.8536000000001,0.21194999999999997
OBS000059,PRC-8BD9C2F7F31BA697,2025-05-04 08:32:34,19.6,77.6,10.6,0.5435,Station_Sol,Tallage,5.01,5.82,1,Pays de la Loire,156.15,Vigne,Limoneux,Gravitaire,2025-02-02,53000,91,0.8608232631902694,439.04000000000013,782.3115,-0.05520000000000003
OBS000060,PRC-3D40D1F21FC9A322,2024-09-09 05:57:50,18.6,53.4,1.6,0.4184,Satellite,Maturation,4.87,6.03,0,Bretagne,191.96,Vigne,Argileux,Aucune,2025-05-26,22000,0,0.8076271846978695,866.7600000000001,934.8452000000001,-0.17579999999999996
OBS000061,PRC-D779AFF1DB0134A9,2025-06-07 08:27:22,23.3,57.5,16.8,0.7211,Manuel,Floraison,2.52,3.31,0,Normandie,135.67,Colza,Limoneux,Goutte-à-goutte,2025-03-06,14000,93,0.7613270050543653,990.25,341.8884,0.10865000000000002
OBS000062,PRC-1F4821BACF86940F,2025-06-28 17:48:34,27.4,57.8,0.6,0.4521,Station_Sol,Tallage,6.9,5.17,0,Occitanie,56.47,Vigne,Calcaire,Aspersion,2025-02-06,31000,142,1.3346202425140379,1156.28,389.64300000000003,-0.1466
OBS000063,PRC-96D3BDA1502F200D,2025-06-24 06:20:19,21.0,75.5,0.5,0.6503,Station_Sol,Tallage,1.93,2.35,0,Centre-Val de Loire,31.92,Tournesol,Calcaire,Gravitaire,2024-04-08,37000,442,0.8212731009655277,514.5,61.6056,0.0343
OBS000064,PRC-74EF0DFAB2DB4167,2025-07-16 10:57:28,25.3,46.9,0.0,0.7789,Satellite,Tallage,7.32,6.21,0,Grand Est,30.52,Vigne,Calcaire,Aucune,2025-02-21,10000,145,1.1787420632172896,1343.43,223.40640000000002,0.18020000000000003
OBS000065,PRC-41F1641DFCCF3C2C,2025-07-19 12:45:28,26.8,36.4,3.7,0.5283,Station_Sol,Floraison,5.2,6.23,0,Nouvelle-Aquitaine,157.15,Vigne,Calcaire,Aucune,2024-03-26,16000,480,0.8346696072718984,1704.48,817.1800000000001,-0.033499999999999974
OBS000066,PRC-DC9795B99C74D11C,2025-05-07 07:04:05,12.5,42.3,7.3,0.5315,Satellite,Levée,3.83,4.15,0,Nouvelle-Aquitaine,45.72,Colza,Limoneux,Aucune,2025-04-26,33000,11,0.9228893424353195,721.25,175.1076,-0.042300000000000004
OBS000067,PRC-41F1641DFCCF3C2C,2025-04-28 08:35:02,13.9,41.8,0.1,0.8709,Manuel,Levée,5.91,5.93,0,Nouvelle-Aquitaine,157.15,Vigne,Calcaire,Aucune,2024-03-26,16000,398,0.9966256380680641,808.98,928.7565000000001,0.25960000000000005
OBS000068,PRC-684465655F3175A1,2024-10-06 08:11:24,18.0,80.6,0.5,0.5564,Station_Sol,Maturation,3.3,3.82,0,Bretagne,31.63,Colza,Sableux,Gravitaire,2025-04-25,22000,0,0.8638720841044919,349.2000000000001,104.37899999999999,-0.03810000000000002
OBS000069,PRC-FF5E2FE8ED00DFA1,2025-05-17 06:55:20,20.7,79.9,10.4,0.7684,Satellite,Tallage,6.71,8.79,0,Auvergne-Rhône-Alpes,181.91,Maïs,Argileux,Aucune,2024-02-01,73000,471,0.7633665945772531,416.0699999999999,1220.6161,0.17874999999999996
OBS000070,PRC-2C8FAFCD94EE52FD,2024-04-01 18:04:35,12.0,53.2,19.8,0.7268,Station_Sol,Levée,0.99,2.87,1,Hauts-de-France,145.06,Tournesol,Limoneux,Aspersion,2024-02-02,02000,59,0.34494653328734043,561.5999999999999,143.6094,0.1119500000000001
OBS000071,PRC-26FCA75FF48ED12B,2025-08-28 07:16:40,22.4,69.0,11.6,0.4636,Drone,Floraison,3.09,2.46,0,Hauts-de-France,155.29,Tournesol,Argileux,Aucune,2025-02-01,60000,208,1.2560924549087198,694.4,479.8461,-0.12345000000000006
OBS000072,PRC-1D1ECEF4C067EF29,2024-12-28 11:43:43,5.2,87.6,10.4,0.7014,Drone,Maturation,3.96,2.87,0,Centre-Val de Loire,30.21,Colza,Limoneux,Gravitaire,2025-03-13,18000,0,1.3797861331493617,64.48000000000003,119.6316,0.1069
OBS000073,PRC-431FB2886C5B10C4,2025-10-03 19:34:21,19.4,113.5,4.0,0.4718,Station_Sol,Maturation,9.67,7.31,0,Grand Est,7.05,Blé,Sableux,Goutte-à-goutte,2025-02-26,08000,219,1.322843607601084,-261.9,68.1735,-0.11145000000000005
OBS000074,PRC-D877FD55EE538FF6,2025-07-15 08:30:27,22.5,51.6,10.2,0.427,Manuel,Tallage,7.4399999999999995,8.19,0,Centre-Val de Loire,41.87,Blé,Calcaire,Goutte-à-goutte,2024-05-13,28000,428,0.9084237992383404,1089.0,311.51279999999997,-0.14740000000000003
OBS000075,PRC-AE0C0B94CE87AC2A,2024-12-09 14:27:15,3.6,68.2,10.9,0.6821,Manuel,Maturation,6.41,6.63,0,Auvergne-Rhône-Alpes,102.9,Vigne,Sableux,Aucune,2025-05-25,73000,0,0.9668160379848598,114.47999999999999,659.589,0.08790000000000009
OBS000076,PRC-5C006041696B00E3,2024-12-02 20:07:06,-0.9,35.2,13.2,0.444,Station_Sol,Récolte,3.38,2.83,0,Bretagne,15.44,Colza,Sableux,Aspersion,2024-02-25,22000,281,1.194342069462652,-58.32,52.1872,-0.15560000000000002
OBS000077,PRC-65988A0B083DF307,2025-03-29 17:01:34,4.4,65.5,1.5,0.8189,Station_Sol,Semis,7.42,9.4,0,Occitanie,148.34,Maïs,Argileux,Aspersion,2024-04-13,81000,350,0.7893608623820613,151.8,1100.6828,0.22109999999999996
OBS000078,PRC-EF5D0E263916E70C,2025-02-25 17:17:15,10.5,73.7,0.1,0.3127,Drone,Levée,6.78,8.12,0,Normandie,191.75,Maïs,Argileux,Gravitaire,2024-03-23,50000,339,0.8349743411646047,276.15,1300.065,-0.2695000000000001
OBS000079,PRC-4C8AF54E744E05FC,2025-02-20 12:17:23,5.8,46.7,0.3,0.3984,Station_Sol,Semis,3.55,4.15,0,Hauts-de-France,157.42,Colza,Calcaire,Goutte-à-goutte,2025-03-05,02000,0,0.8554196254948783,309.14,558.8409999999999,-0.18290000000000006
OBS000080,PRC-4C8AF54E744E05FC,2025-06-07 09:18:09,22.3,40.5,10.2,0.4091,Station_Sol,Floraison,2.95,3.93,0,Hauts-de-France,157.42,Colza,Calcaire,Goutte-à-goutte,2025-03-05,02000,94,0.7506342223047778,1326.8500000000001,464.389,-0.20334999999999992
OBS000081,PRC-316AC2A1E319EC15,2024-09-17 07:04:49,31.2,24.0,9.7,0.3352,Satellite,Floraison,6.34,7.13,1,Auvergne-Rhône-Alpes,184.73,Blé,Calcaire,Aucune,2025-03-19,01000,0,0.8891993138859553,2371.2,1171.1881999999998,-0.26099999999999995
OBS000082,PRC-0775D9D26FA1B24C,2024-12-11 19:15:29,2.2,39.0,0.0,0.5449,Station_Sol,Récolte,7.35,7.14,0,Bourgogne-Franche-Comté,50.16,Blé,Limoneux,Goutte-à-goutte,2024-02-19,25000,296,1.0294103229547298,134.20000000000002,368.67599999999993,-0.041449999999999876
OBS000083,PRC-70DDBA999A44F438,2025-10-13 17:48:16,11.1,47.4,2.4,0.5331,Drone,Récolte,10.35,9.19,0,Normandie,0.7,Maïs,Calcaire,Goutte-à-goutte,2024-02-19,27000,602,1.126222931204645,583.86,7.244999999999999,-0.05720000000000003
OBS000084,PRC-9FCE49C783801566,2024-07-29 19:55:37,31.1,36.0,4.4,0.8471,Drone,Floraison,2.97,3.94,0,Occitanie,99.53,Colza,Argileux,Aucune,2024-04-28,11000,92,0.7538051933878341,1990.4,295.6041,0.23465000000000003
OBS000085,PRC-FA9A62E6C0B6F0ED,2024-12-28 16:03:22,7.4,56.3,18.1,0.5185,Satellite,Maturation,3.53,4.16,0,Pays de la Loire,116.1,Colza,Sableux,Gravitaire,2024-05-03,72000,239,0.8485556525104507,323.38000000000005,409.83299999999997,-0.07600000000000007
OBS000086,PRC-4AF983DE57C37188,2024-12-02 06:01:32,6.9,62.6,0.3,0.5718,Drone,Maturation,3.6,3.5,0,Centre-Val de Loire,150.76,Colza,Calcaire,Aspersion,2024-05-14,28000,202,1.0285684898043148,258.06,542.736,-0.022700000000000053
OBS000087,PRC-E2BD298D02C6CD75,2024-08-05 17:21:42,21.4,46.8,1.7,0.3824,Drone,Floraison,7.17,6.36,0,Normandie,90.91,Vigne,Calcaire,Goutte-à-goutte,2025-04-11,14000,0,1.1273567179925819,1138.48,651.8247,-0.17939999999999995
OBS000088,PRC-4C8AF54E744E05FC,2024-10-02 05:04:10,17.1,93.9,0.6,0.6824,Manuel,Récolte,2.99,2.52,0,Hauts-de-France,157.42,Colza,Calcaire,Goutte-à-goutte,2025-03-05,02000,0,1.186503228161793,104.30999999999992,470.6858,0.08279999999999998
OBS000089,PRC-711D745F5E4330FF,2025-02-02 15:33:09,2.7,81.7,3.8,0.4864,Manuel,Levée,9.5,9.12,0,Hauts-de-France,111.96,Maïs,Argileux,Aucune,2025-05-28,59000,0,1.0416655244895565,49.41,1063.62,-0.09580000000000005
OBS000090,PRC-8BD9C2F7F31BA697,2024-07-30 12:54:50,23.8,67.5,3.6,0.4007,Drone,Tallage,7.53,6.48,0,Pays de la Loire,156.15,Vigne,Limoneux,Gravitaire,2025-02-02,53000,0,1.162035243772772,773.5,1175.8095,-0.198
OBS000091,PRC-FD5BE67490DD3AF4,2024-08-05 18:30:01,26.1,90.7,3.7,0.7988,Satellite,Maturation,10.91,9.17,0,Centre-Val de Loire,138.25,Maïs,Sableux,Aucune,2024-02-08,18000,179,1.1897478846806055,242.72999999999993,1508.3075000000001,0.19699999999999995
OBS000092,PRC-C380A43BBAE58667,2024-03-09 09:34:27,10.7,94.5,0.0,0.9099,Drone,Levée,4.52,6.22,0,Bretagne,197.24,Vigne,Calcaire,Aspersion,2024-05-02,35200,0,0.7266869345869219,58.849999999999994,891.5247999999999,0.2986000000000001
OBS000093,PRC-FA9A62E6C0B6F0ED,2024-04-09 07:02:39,16.2,52.5,1.0,0.2052,Station_Sol,Tallage,2.52,3.94,1,Pays de la Loire,116.1,Colza,Sableux,Gravitaire,2024-05-03,72000,0,0.6395922852987683,769.5,292.572,-0.39629999999999993
OBS000094,PRC-3D40D1F21FC9A322,2025-06-28 19:22:32,18.4,82.7,1.6,0.3228,Satellite,Tallage,7.79,6.56,0,Bretagne,191.96,Vigne,Argileux,Aucune,2025-05-26,22000,33,1.187498189789345,318.31999999999994,1495.3684,-0.27590000000000003
OBS000095,PRC-DF48427408406A6E,2025-02-04 15:37:15,8.4,68.1,1.6,0.397,Satellite,Semis,9.04,7.66,0,Pays de la Loire,159.48,Blé,Limoneux,Goutte-à-goutte,2024-02-14,53000,356,1.1801551172909694,267.96000000000004,1441.6991999999998,-0.23170000000000002
